241032,Entire home/apt,956883,Maija,11-08-2011,0.96,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,1,85,0,0,0,0,2,5,1,t
953595,Entire home/apt,5177328,Andrea,21-02-2013,0.98,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,1,150,1000,3000,100,40,1,0,2,t
3308979,Entire home/apt,16708587,Jill,12-06-2014,0.67,1,Queen Anne,Seattle,WA,98119,US,United States,House,11,4.5,5,7,975,0,0,1000,300,10,25,4,t
278830,Entire home/apt,1452570,Emily,29-11-2011,1,0,Queen Anne,Seattle,WA,98119,US,United States,House,6,2,3,3,450,0,0,700,125,6,15,1,t
5956968,Private room,326758,Andrew,25-12-2010,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,120,800,0,0,40,1,30,1,t
1909058,Private room,2497928,Gary And Beth,30-05-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,80,575,0,150,0,1,10,3,t
856550,Private room,4016632,Jean-Marc,30-10-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,Cabin,2,1,1,1,60,360,0,150,25,1,0,2,t
4948745,Private room,2166277,Aliza,18-04-2012,0,1,Queen Anne,Seattle,WA,98109,US,United States,Apartment,2,1,1,1,90,500,1700,0,0,1,0,3,t
2493658,Entire home/apt,5177328,Andrea,21-02-2013,0.98,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,1,150,1000,3000,100,40,1,0,2,t
175576,Entire home/apt,239585,Ray & Eileen,19-09-2010,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,95,595,0,0,15,2,15,3,t
4454295,Entire home/apt,4606439,Nadia,06-01-2013,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,99,800,2000,500,150,1,0,3,t
8889257,Entire home/apt,25899989,Ellie,10-01-2015,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,5,1,2,3,165,0,5000,400,85,4,20,2,t
5680462,Entire home/apt,22372266,Sarah,10-10-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,16,3.5,6,15,461,0,0,1500,300,8,50,3,t
3245876,Private room,9465817,Libby,16-10-2013,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,2,1,1,1,66,0,0,100,35,1,25,1,t
4933447,Private room,25417834,Markus And Melissa,31-12-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,99,0,0,100,15,1,0,2,t
7735464,Private room,6170760,Sam,30-04-2013,0,0,Queen Anne,Seattle,WA,98119,US,United States,Apartment,2,2,1,1,200,0,0,0,0,1,0,1,t
6291829,Entire home/apt,32713558,Kary,05-05-2015,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,10,3.5,5,5,700,4100,0,500,250,1,0,3,t
4125779,Private room,21401856,Nick,16-09-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,3,1.5,1,2,99,568,2029,0,15,1,10,1,t
8942678,Entire home/apt,46675077,Susanna,16-10-2015,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,8,2,4,4,450,3000,0,0,0,1,0,4,t
10106055,Private room,51860756,Maggie & Alex,20-12-2015,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,75,350,0,0,0,1,0,1,t
6362362,Entire home/apt,33147763,Tracy,11-05-2015,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,5,2.5,3,3,600,0,0,500,150,1,0,3,t
3544550,Entire home/apt,16708587,Jill,12-06-2014,0.67,1,Queen Anne,Seattle,WA,98119,US,United States,House,8,2.5,3,5,450,0,0,500,200,6,50,4,t
9025039,Entire home/apt,68155,Lori,06-01-2010,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,5,1,2,3,150,0,0,250,35,1,0,1,t
3200646,Private room,4016632,Jean-Marc,30-10-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,Camper/RV,2,1,1,1,45,360,0,150,25,1,0,2,t
8859380,Entire home/apt,3792761,Kimberly,07-10-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,6,2,3,3,300,0,0,500,125,1,0,2,t
4520099,Entire home/apt,6184895,Lana,01-05-2013,0.71,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,3,1,1,2,80,500,0,0,65,3,50,2,t
2481869,Entire home/apt,5177328,Andrea,21-02-2013,0.98,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,1,175,1000,3200,0,40,1,0,2,t
1110749,Entire home/apt,5325329,Blair,04-03-2013,0.97,1,Queen Anne,Seattle,WA,98119,US,United States,House,6,1.5,3,3,325,0,0,500,100,6,60,2,t
5978498,Entire home/apt,31037494,Silvia,11-04-2015,0.6,1,Queen Anne,Seattle,WA,98119,US,United States,House,4,3,3,2,175,699,2388,200,80,1,0,4,t
5021081,Entire home/apt,25906186,Vacation,10-01-2015,0.71,1,Queen Anne,Seattle,WA,98119,US,United States,House,7,3.5,4,3,222,1325,4650,500,250,7,75,2,t
1686930,Entire home/apt,8916363,Paige,18-09-2013,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,2,2,159,0,0,250,99,1,0,1,t
7680289,Entire home/apt,40335071,Kevin,02-08-2015,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,2,125,800,2700,0,50,2,25,2,t
7207641,Entire home/apt,6544973,Joe & Anna,23-05-2013,0.5,0,Queen Anne,Seattle,WA,98119,US,United States,House,8,3,3,3,348,2500,0,750,150,6,20,3,t
5062445,Private room,21072725,Chris,08-09-2014,0.31,1,Queen Anne,Seattle,WA,98119,US,United States,House,1,1,1,1,45,450,1500,0,0,1,0,1,t
8925878,Entire home/apt,40335071,Kevin,02-08-2015,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,2,150,950,2950,0,50,2,25,2,t
6389657,Entire home/apt,2052160,Ruth,02-04-2012,1,1,Queen Anne,Seattle,WA,98109,US,United States,Apartment,2,1,0,1,80,0,0,0,20,1,0,3,t
4218733,Entire home/apt,21896205,Henry,28-09-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,4,1,1,2,110,0,0,100,40,2,15,2,t
2715623,Entire home/apt,8242272,Debera,18-08-2013,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,3,1,1,2,148,0,0,0,100,2,20,3,t
1392332,Entire home/apt,2315558,Holly,07-05-2012,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,4,1.5,2,2,350,2100,0,500,100,4,0,2,t
7308567,Entire home/apt,17597607,Nicole,03-07-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,3,1.5,1,2,150,0,0,0,50,1,0,2,t
6575380,Private room,34392395,Sam,27-05-2015,0.5,1,Queen Anne,Seattle,WA,98109,US,United States,House,5,1,1,1,150,540,1911,0,0,1,0,1,t
6004058,Entire home/apt,9031463,Marina,24-09-2013,0.5,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,2,1,0,1,100,0,0,0,0,1,0,1,t
9550869,Entire home/apt,12867960,Maureen,06-03-2014,0.9,1,Queen Anne,Seattle,WA,98119,US,United States,Bungalow,10,3,4,4,349,0,0,0,200,1,0,1,t
8515408,Entire home/apt,3502513,Jennifer,07-09-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,Bungalow,2,1,0,1,110,700,0,0,50,1,0,2,t
5383192,Entire home/apt,27606550,Christine,11-02-2015,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,4,1,1,2,160,1140,0,100,55,2,25,2,t
1112092,Entire home/apt,5856339,Annie,10-04-2013,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,4,1,1,3,130,1000,2700,140,75,2,25,3,t
7772661,Entire home/apt,40885963,Michael,08-08-2015,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,0,1,99,0,0,0,50,2,50,1,t
7714294,Entire home/apt,3521823,Elise,10-09-2012,0,0,Queen Anne,Seattle,WA,98119,US,United States,Apartment,3,1,1,1,137,815,0,0,20,2,20,2,t
10310373,Private room,53050379,Ana,02-01-2016,0,0,Queen Anne,Seattle,WA,98119,US,United States,Apartment,3,1,1,1,20,0,0,0,0,1,0,1,t
9368342,Entire home/apt,1039322,Manomi,30-08-2011,1,1,Queen Anne,Seattle,WA,98119,US,United States,Townhouse,2,1.5,1,1,150,0,0,500,50,2,30,4,t
6361863,Entire home/apt,25150356,Kurt & Anna,24-12-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,2,1,1,1,145,0,0,100,30,2,10,2,t
8105221,Private room,15155647,Shiri,06-05-2014,0.7,1,Queen Anne,Seattle,WA,98119,US,United States,Townhouse,2,1,1,1,80,0,0,0,0,1,0,1,t
3269390,Entire home/apt,12171359,Diane,12-02-2014,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,0,1,95,0,0,200,60,1,0,3,t
4566393,Entire home/apt,23669617,Irmela,12-11-2014,0,0,Queen Anne,Seattle,WA,98119,US,United States,House,4,2.5,3,3,400,2100,7500,750,120,4,20,2,t
9282409,Private room,560743,Zachary,05-05-2011,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,2,1,1,85,450,0,0,0,1,0,2,t
8095168,Private room,3521823,Elise,10-09-2012,0,0,Queen Anne,Seattle,WA,98119,US,United States,Apartment,2,1,1,1,70,0,0,0,20,1,0,1,t
2746782,Entire home/apt,4016632,Jean-Marc,30-10-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,Apartment,2,1,0,1,90,540,0,150,25,1,0,2,t
6424982,Private room,33524725,Ruth,16-05-2015,1,1,Queen Anne,Seattle,WA,98119,US,United States,House,2,1,1,1,80,0,0,0,0,2,15,1,t
762029,Private room,4016632,Jean-Marc,30-10-2012,1,1,Queen Anne,Seattle,WA,98119,US,United States,Camper/RV,2,1,1,2,60,360,0,150,25,2,0,2,t
8988281,Entire home/apt,46954097,Nell & Andreas,19-10-2015,0.67,1,Queen Anne,Seattle,WA,98119,US,United States,House,4,1,2,2,175,0,0,250,78,4,50,1,t
3772674,Entire home/apt,18232665,Kim,17-07-2014,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1,1,1,85,650,0,0,50,2,20,3,t
7021906,Entire home/apt,28770702,Mercy,04-03-2015,1,1,Ballard,Seattle,WA,98107,US,United States,House,12,3.5,5,7,465,3035,12140,1000,250,1,0,3,t
7618605,Entire home/apt,5326074,Mckinzy,04-03-2013,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1,1,1,175,0,0,250,50,1,0,1,t
7021702,Private room,36805437,Brooke,26-06-2015,0,0,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1,1,1,60,0,0,0,0,1,0,1,t
7680439,Private room,1612983,Andrea,16-01-2012,1,1,Ballard,Seattle,WA,98107,US,United States,House,2,1,1,1,59,351,0,0,12,1,0,1,t
4258515,Private room,841009,Lauren,19-07-2011,0.9,1,Ballard,Seattle,WA,98107,US,United States,Apartment,4,1,1,4,47,0,0,200,15,2,10,1,t
1148517,Entire home/apt,6296335,Fleur,08-05-2013,1,1,Ballard,Seattle,WA,98107,US,United States,House,4,1,2,2,145,0,0,100,45,4,30,2,t
2487892,Private room,1343908,Martin,27-10-2011,1,1,Ballard,Seattle,WA,98107,US,United States,House,2,1,1,1,70,0,0,0,0,1,0,1,t
3038772,Private room,15473800,Lisa,13-05-2014,1,1,Ballard,Seattle,WA,98107,US,United States,House,2,1,1,1,55,0,0,100,25,1,10,2,t
699460,Private room,3587674,Patti And Benson,16-09-2012,1,1,Ballard,Seattle,WA,98107,US,United States,House,4,1,1,2,95,0,2000,0,30,2,35,2,t
4085439,Private room,21066328,Debra,08-09-2014,1,1,Ballard,Seattle,WA,98107,US,United States,House,2,1,1,1,125,0,0,0,0,1,0,1,t
8053990,Private room,23228606,Elin,01-11-2014,1,1,Ballard,Seattle,WA,98107,US,United States,House,2,1,1,1,65,0,0,0,45,1,0,1,t
7011773,Private room,23228606,Elin,01-11-2014,1,1,Ballard,Seattle,WA,98107,US,United States,House,1,1,1,1,25,0,0,0,0,1,0,1,t
2467550,Entire home/apt,811494,Alexis,12-07-2011,1,1,Ballard,Seattle,WA,98107,US,United States,House,4,1,0,2,40,250,800,500,50,2,10,5,t
2686374,Entire home/apt,2231298,Chris,26-04-2012,1,1,Ballard,Seattle,WA,98107,US,United States,House,6,1,3,4,149,1300,3950,0,0,4,20,1,t
1956274,Entire home/apt,7466082,Vera,13-07-2013,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1.5,1,1,125,900,3750,250,75,0,0,3,t
8537192,Private room,43954674,Brian,11-09-2015,0.67,1,Ballard,Seattle,WA,98107,US,United States,House,2,0.5,1,1,55,0,0,0,0,1,0,1,t
5919096,Entire home/apt,53050,Bob,10-11-2009,1,0,Ballard,Seattle,WA,98107,US,United States,Apartment,4,1,1,3,129,903,0,250,75,1,0,5,t
6516529,Entire home/apt,3781927,Katharine,06-10-2012,0,0,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1,1,1,100,650,2000,0,0,1,0,1,t
3294243,Entire home/apt,4970133,Paula,05-02-2013,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,4,2,2,2,150,950,0,0,0,1,0,2,t
3584790,Entire home/apt,2882219,John And Alicia,09-07-2012,1,0,Ballard,Seattle,WA,98117,US,United States,Apartment,6,1,2,3,99,599,0,200,0,4,0,5,t
1266459,Entire home/apt,2317654,Dahlia,07-05-2012,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1.5,1,1,150,0,0,0,60,2,50,2,t
9098059,Entire home/apt,43954674,Brian,11-09-2015,0.67,1,Ballard,Seattle,WA,98107,US,United States,Bungalow,4,1,1,3,105,0,0,0,0,1,0,2,t
408526,Entire home/apt,2034501,Vivian,30-03-2012,1,1,Ballard,Seattle,WA,98107,US,United States,House,7,4,3,3,218,1221,4200,750,300,4,15,14,t
4118282,Entire home/apt,19071753,Julien,28-07-2014,1,1,Ballard,Seattle,WA,98117,US,United States,House,5,1.5,2,2,80,0,0,200,75,1,0,1,t
6813483,Entire home/apt,35674639,Beverly,13-06-2015,0.67,1,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1,1,1,126,945,3970,300,95,2,25,2,t
6590264,Entire home/apt,24500821,Tim,04-12-2014,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,4,1,1,2,115,750,0,500,50,2,50,1,t
2650482,Entire home/apt,205007,Martin And Taryn,18-08-2010,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,4,2,2,2,225,0,0,0,75,1,0,2,t
20927,Entire home/apt,79450,Brad & Liz,09-02-2010,1,1,Ballard,Seattle,WA,98107,US,United States,Cabin,2,1,1,1,89,549,0,0,10,2,0,2,t
4395578,Entire home/apt,430709,Sea To Sky Rentals,08-03-2011,0.88,1,Belltown,Seattle,WA,98107,US,United States,House,8,2.5,3,5,225,0,0,0,264,1,0,3,t
4995903,Entire home/apt,13535511,Megan,25-03-2014,0,0,Ballard,Seattle,WA,98107,US,United States,House,1,1,0,1,50,250,850,0,0,1,0,1,t
5549211,Entire home/apt,28770702,Mercy,04-03-2015,1,1,Ballard,Seattle,WA,98107,US,United States,Apartment,4,1,1,2,134,910,3402,200,100,1,0,3,t
8240758,Entire home/apt,15785670,Emily,20-05-2014,0,0,Ballard,Seattle,WA,98107,US,United States,Apartment,2,1,1,1,75,500,0,0,100,1,0,3,t
6856295,Private room,34872403,Pallavi,02-06-2015,0.9,1,Ballard,Seattle,WA,98107,US,United States,House,2,1,1,1,65,555,1850,0,0,2,15,1,t
6881188,Entire home/apt,33225983,Jean,12-05-2015,1,1,Ballard,Seattle,WA,98107,US,United States,House,6,2.5,3,4,375,1800,0,300,100,1,0,1,t
